0 0
1 3,97728917496379E-05
2 0,000119228871661615
3 0,000238279381051031
4 0,000396837106625678
5 0,000594815980826787
6 0,000832131182019008
7 0,00110869913452835
8 0,0014244375085268
9 0,00177926521976236
10 0,00217310242913308
11 0,00260587054210391
12 0,00307749220796478
13 0,00358789131892881
14 0,00413699300906896
15 0,00472472365309193
16 0,00535101086494773
17 0,00601578349627356
18 0,00671897163467037
19 0,00746050660181085
20 0,00824032095137707
21 0,00905834846682646
22 0,00991452415898442
23 0,0108087842634621
24 0,0117410662378976
25 0,0127113087590196
26 0,0137194517195304
27 0,0147654362248087
28 0,0158492045894286
29 0,0169707003334945
30 0,0181298681787896
31 0,0193266540447362
32 0,0205610050441663
33 0,0218328694789014
34 0,023142196835138
35 0,0244889377786392
36 0,0258730441497293
37 0,0272944689580895
38 0,028753166377354
39 0,0302490917395033
40 0,0317822015290545
41 0,0333524533770447
42 0,034959806054808
43 0,0366042194675422
44 0,0382856546476647
45 0,0400040737479543
46 0,0417594400344796
47 0,0435517178793084
48 0,0453808727529996
49 0,0472468712168735
50 0,0491496809150599
51 0,0510892705663206
52 0,0530656099556461
53 0,0550786699256232
54 0,0571284223675716
55 0,0592148402124487
56 0,0613378974215189
57 0,0634975689767871
58 0,0656938308711926
59 0,0679266600985633
60 0,0701960346433266
61 0,0725019334699755
62 0,0748443365122885
63 0,0772232246623003
64 0,0796385797590214
65 0,0820903845769055
66 0,0845786228140609
67 0,0871032790802061
68 0,089664338884365
69 0,0922617886223017
70 0,0948956155636918
71 0,0975658078390281
72 0,100272354426259
73 0,103015245137159
74 0,105794470603421
75 0,108610022262486
76 0,111461892343087
77 0,114350073850519
78 0,117274560551628
79 0,120235346959521
80 0,123232428317984
81 0,126265800585625
82 0,129335460419717
83 0,132441405159757
84 0,135583632810731
85 0,138762142026085
86 0,141976932090395
87 0,145228002901745
88 0,148515354953796
89 0,151838989317557
90 0,15519890762285
91 0,158595112039467
92 0,162027605258013
93 0,165496390470448
94 0,169001471350304
95 0,172542852032593
96 0,176120537093396
97 0,17973453152913
98 0,183384840735493
99 0,187071470486091
100 0,190794426910728
101 0,19455371647338
102 0,198349345949828
103 0,202181322404967
104 0,206049653169776
105 0,209954345817953
106 0,213895408142213
107 0,217872848130243
108 0,221886673940318
109 0,225936893876572
110 0,23002351636392
111 0,234146549922634
112 0,238306003142571
113 0,242501884657047
114 0,246734203116353
115 0,251002967160926
116 0,255308185394148
117 0,259649866354799
118 0,264028018489139
119 0,268442650122632
120 0,272893769431301
121 0,277381384412721
122 0,281905502856637
123 0,286466132315218
124 0,291063280072931
125 0,295696953116052
126 0,300367158101787
127 0,305073901327026
128 0,309817188696718
129 0,314597025691854
130 0,319413417337084
131 0,324266368167933
132 0,329155882197642
133 0,33408196288362
134 0,339044613093502
135 0,344043835070822
136 0,34907963040029
137 0,354151999972677
138 0,359260943949304
139 0,364406461726137
140 0,369588551897476
141 0,374807212219256
142 0,380062439571939
143 0,385354229923003
144 0,390682578289033
145 0,396047478697403
146 0,40144892414755
147 0,406886906571847
148 0,41236141679606
149 0,417872444499397
150 0,423419978174149
151 0,429004005084914
152 0,434624511227412
153 0,440281481286879
154 0,445974898596051
155 0,451704745092728
156 0,457471001276924
157 0,463273646167592
158 0,469112657258934
159 0,474988010476288
160 0,480899680131597
161 0,486847638878448
162 0,492831857666698
163 0,498852305696666
164 0,504908950372909
165 0,511001757257562
166 0,517130690023265
167 0,523295710405652
168 0,529496778155416
169 0,535733850989952
170 0,542006884544557
171 0,548315832323221
172 0,554660645648967
173 0,56104127361378
174 0,567457663028092
175 0,573909758369844
176 0,580397501733114
177 0,586920832776314
178 0,593479688669958
179 0,600074004043994
180 0,606703710934709
181 0,613368738731197
182 0,620069014121402
183 0,626804461037721
184 0,633575000602184
185 0,640380551071191
186 0,647221027779831
187 0,654096343085758
188 0,661006406312642
189 0,667951123693187
190 0,674930398311718
191 0,68194413004634
192 0,688992215510664
193 0,696074547995104
194 0,703191017407749
195 0,710341510214804
196 0,717525909380598
197 0,724744094307175
198 0,731995940773452
199 0,739281320873952
200 0,746600102957114
201 0,753952151563177
202 0,761337327361641
203 0,76875548708831
204 0,776206483481908
205 0,783690165220277
206 0,791206376856159
207 0,798754958752556
208 0,806335747017676
209 0,813948573439461
210 0,821593265419708
211 0,829269645907766
212 0,836977533333836
213 0,844716741541846
214 0,852487079721932
215 0,860288352342505
216 0,868120359081912
217 0,875982894759701
218 0,883875749267478
219 0,891798707499368
220 0,899751549282077
221 0,907734049304563
222 0,915745977047305
223 0,923787096711189
224 0,931857167146001
225 0,939955941778534
226 0,948083168540307
227 0,956238589794907
228 0,964421942264951
229 0,972632956958662
230 0,980871359096081
231 0,989136868034898
232 0,997429197195921
233 1,00574805398817
234 1,01409313973361
235 1,02246414959153
236 1,03086077248256
237 1,03928269101229
238 1,04772958139464
239 1,05620111337477
240 1,06469695015169
241 1,07321674830056
242 1,08176015769459
243 1,09032682142662
244 1,09891637573041
245 1,10752844990156
246 1,11616266621807
247 1,12481863986069
248 1,13349597883283
249 1,14219428388023
250 1,15091314841027
251 1,15965215841103
252 1,16841089236999
253 1,17718892119249
254 1,18598580811981
255 1,19480110864705
256 1,20363437044068
257 1,21248513325579
258 1,22135292885309
259 1,23023728091567
260 1,23913770496538
261 1,24805370827907
262 1,25698478980451
263 1,26593044007604
264 1,27489014113001
265 1,28386336641994
266 1,2928495807315
267 1,30184824009713
268 1,31085879171061
269 1,31988067384122
270 1,3289133157478
271 1,33795613759259
